message_key,english,current_translation,reviewer,status,proposed_translation,notes
page.sales-targets.subtitle,"Search, review and manage target setup records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് ലക്ഷ്യ ക്രമീകരണം രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.tax-return-report.subtitle,"Search, review and manage tax return records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് നികുതി റിട്ടേൺ രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.tax-master.subtitle,"Search, review and manage taxation master records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് നികുതി പട്ടിക രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.territory-master.subtitle,"Search, review and manage territory master records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് പ്രദേശങ്ങളുടെ പട്ടിക രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.theme-studio.subtitle,"Search, review and manage theme studio records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് തീം സ്റ്റുഡിയോ രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.employee-transfer.subtitle,"Search, review and manage transfer & promotion records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് സ്ഥലംമാറ്റവും സ്ഥാനക്കയറ്റവും രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.uom-master.subtitle,"Search, review and manage unit of measure records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് അളവിന്റെ യൂണിറ്റ് രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.user-master.subtitle,"Search, review and manage user master records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് ഉപയോക്താക്കളുടെ പട്ടിക രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.valuation-method.subtitle,"Search, review and manage valuation method records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് മൂല്യനിർണയ രീതി രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.vitals-worklist.subtitle,"Search, review and manage vitals & observations records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് ജീവസൂചകങ്ങളും നിരീക്ഷണങ്ങളും രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.warehouse-master.subtitle,"Search, review and manage warehouse master records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് ഗോഡൗണുകളുടെ പട്ടിക രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
page.workforce-report.subtitle,"Search, review and manage workforce analytics records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് ജീവനക്കാരുടെ വിശകലനം രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
"Search, review and manage {name} records with saved views and configurable actions.","Search, review and manage {name} records with saved views and configurable actions.","സംരക്ഷിച്ച കാഴ്ചകളും ക്രമീകരിക്കാവുന്ന നടപടികളും ഉപയോഗിച്ച് {name} രേഖകൾ തിരയുക, പരിശോധിക്കുക, നിയന്ത്രിക്കുക.",,Pending,,
Search…,Search…,തിരയുക…,,Pending,,
Second Opinion,Second Opinion,രണ്ടാം അഭിപ്രായം,,Pending,,
ui.secondary.62f2ccff,Secondary,ദ്വിതീയം,,Pending,,
ui.section.dfca5da5,Section,വിഭാഗം,,Pending,,
Sections,Sections,വിഭാഗങ്ങൾ,,Pending,,
Secure download link,Secure download link,സുരക്ഷിത ഡൗൺലോഡ് ലിങ്ക്,,Pending,,
ui.secure.session.54818e0a,Secure session,സുരക്ഷിത സെഷൻ,,Pending,,
section.user.security.title,Security policy,സുരക്ഷാ നയം,,Pending,,
ui.see.all.messages.082f7c89,See all messages,എല്ലാ സന്ദേശങ്ങളും കാണുക,,Pending,,
ui.see.all.notifications.00f66a6a,See all notifications,എല്ലാ അറിയിപ്പുകളും കാണുക,,Pending,,
field.consultation.consultedOn.label,Seen on,പരിശോധിച്ച തീയതി,,Pending,,
Segment,Segment,വിഭാഗം,,Pending,,
api.message.7f020a480b27,Select 1–100 record IDs.,1–100 റെക്കോർഡ് ഐഡികൾ തിരഞ്ഞെടുക്കുക.,,Pending,,
api.message.4a2f85e2749e,Select a saved record.,സംരക്ഷിച്ച റെക്കോർഡ് തിരഞ്ഞെടുക്കുക.,,Pending,,
ui.select.all.visible.records.e15adf6c,Select all visible records,കാണുന്ന എല്ലാ രേഖകളും തിരഞ്ഞെടുക്കുക,,Pending,,
ui.select.eligible.rows.on.this.page.55468a85,Select eligible rows on this page,ഈ പേജിലെ യോഗ്യമായ വരികൾ തിരഞ്ഞെടുക്കുക,,Pending,,
Select {item},Select {item},{item} തിരഞ്ഞെടുക്കുക,,Pending,,
Select {record},Select {record},{record} തിരഞ്ഞെടുക്കുക,,Pending,,
"Selected from this service's catalogue — manually, or proposed and accepted","Selected from this service's catalogue — manually, or proposed and accepted",സേവനപ്പട്ടികയിൽ നിന്ന് സ്വയം അല്ലെങ്കിൽ അംഗീകരിച്ച നിർദേശമായി തിരഞ്ഞെടുത്തത്,,Pending,,
Selected from what this service can place,Selected from what this service can place,ഈ സേവനത്തിന് നൽകാവുന്നതിൽ നിന്ന് തിരഞ്ഞെടുത്തത്,,Pending,,
ui.selection.applies.to.this.page.only.failed.records.stay.6c13991d,Selection applies to this page only. Failed records stay selected.,തിരഞ്ഞെടുപ്പ് ഈ പേജിന് മാത്രം. പരാജയപ്പെട്ട രേഖകൾ തിരഞ്ഞെടുത്ത നിലയിൽ തുടരും.,,Pending,,
Select…,Select…,തിരഞ്ഞെടുക്കുക…,,Pending,,
field.consultation.payer.option.Self-pay,Self-pay,സ്വയം പണമടയ്ക്കൽ,,Pending,,
Semantic themes,Semantic themes,അർത്ഥാധിഷ്ഠിത തീമുകൾ,,Pending,,
ui.send.f6f4688f,Send,അയയ്ക്കുക,,Pending,,
ui.send.e8fbd3f3,Send ,അയയ്ക്കുക ,,Pending,,
ui.send.only.when.data.exists.8bac5dec,Send only when data exists,ഡാറ്റ ഉള്ളപ്പോൾ മാത്രം അയയ്ക്കുക,,Pending,,
Sensation,Sensation,സംവേദനം,,Pending,,
ui.sensitive.changes.should.be.versioned.and.submitted.with.d2c8dec6,Sensitive changes should be versioned and submitted with a reason.,സെൻസിറ്റീവ് മാറ്റങ്ങൾ പതിപ്പും കാരണവും സഹിതം സമർപ്പിക്കുക.,,Pending,,
Sep,Sep,സെപ്റ്റംബർ,,Pending,,
menu.hr.separation.label,Separation,സേവനം അവസാനിപ്പിക്കൽ,,Pending,,
ui.september.2026.5111fc9c,September 2026,സെപ്റ്റംബർ 2026,,Pending,,
September preview,September preview,സെപ്റ്റംബർ പ്രിവ്യൂ,,Pending,,
menu.healthcare.service-catalog.label,Service Catalogue,സേവന കാറ്റലോഗ്,,Pending,,
field.user.riskLevel.option.service,Service account,സേവന അക്കൗണ്ട്,,Pending,,
Service level,Service level,സേവന നിലവാരം,,Pending,,
Services,Services,സേവനങ്ങൾ,,Pending,,
api.message.37c08ac1e02f,Session ended.,സെഷൻ അവസാനിച്ചു.,,Pending,,
api.message.26cbd28fd351,Session exceeded the maximum length.,സെഷൻ പരമാവധി ദൈർഘ്യം കവിഞ്ഞു.,,Pending,,
field.user.sessionTimeout.label,Session timeout,സെഷൻ സമയപരിധി,,Pending,,
ui.set.by.bd6cc9a4,Set by,സജ്ജമാക്കിയത്,,Pending,,
ui.set.default.ae188faa,Set default,സ്ഥിരസ്ഥിതിയാക്കുക,,Pending,,
ui.set.key.d599b6ec,Set key,കീ സജ്ജമാക്കുക,,Pending,,
Set the key,Set the key,കീ സജ്ജമാക്കുക,,Pending,,
ui.settings.74a883a0,Settings,ക്രമീകരണങ്ങൾ,,Pending,,
ui.settings.could.not.be.loaded.preference.changes.apply.to.9cc9f6fa,Settings could not be loaded. Preference changes apply to this session only. Reload to try again.,ക്രമീകരണങ്ങൾ ലോഡ് ചെയ്യാനായില്ല. മാറ്റങ്ങൾ ഈ സെഷനിൽ മാത്രം ബാധകം. വീണ്ടും ലോഡ് ചെയ്യുക.,,Pending,,
menu.payroll.settlement-review.label,Settlement Review,തീർപ്പാക്കൽ പരിശോധന,,Pending,,
ui.shaped.grey.blocks.while.a.page.arrives.instead.of.the.o.bdafc552,"Shaped grey blocks while a page arrives, instead of the old page sitting there",പുതിയ പേജ് വരുന്നതുവരെ പഴയ പേജിന് പകരം ചാരനിറ ബ്ലോക്കുകൾ,,Pending,,
field.hr-dashboard.tags.option.shared,Shared,പങ്കിട്ടത്,,Pending,,
ui.shared.component.registry.7978f6d8,Shared component registry,പങ്കിട്ട ഘടക രജിസ്ട്രി,,Pending,,
Shared components,Shared components,പങ്കിട്ട ഘടകങ്ങൾ,,Pending,,
Shell,Shell,ആപ്പ് ഇന്റർഫേസ്,,Pending,,
menu.hr.shift-roster.label,Shift Roster,ഷിഫ്റ്റ് പട്ടിക,,Pending,,
menu.library.shortcut-manager.label,Shortcut Manager,കുറുക്കുവഴി മാനേജർ,,Pending,,
Shortcuts,Shortcuts,കുറുക്കുവഴികൾ,,Pending,,
ui.show.discoverable.key.combinations.10b3f148,Show discoverable key combinations,ലഭ്യമായ കീ കോമ്പിനേഷനുകൾ കാണിക്കുക,,Pending,,
ui.show.seconds.f516b99a,Show seconds,സെക്കൻഡുകൾ കാണിക്കുക,,Pending,,
Show this document beside the last one,Show this document beside the last one,ഈ രേഖ അവസാനത്തേതിന്റെ അരികിൽ കാണിക്കുക,,Pending,,
Showing,Showing,കാണിക്കുന്നത്,,Pending,,
ui.showing.7282e1fb,Showing ,കാണിക്കുന്നത് ,,Pending,,
ui.showing.every.section.matching.f4d5fda7,Showing every section matching “,ഇതിനോട് പൊരുത്തപ്പെടുന്ന എല്ലാ വിഭാഗങ്ങളും: “,,Pending,,
ui.shown.when.clicking.a.result.row.07e0ad52,Shown when clicking a result row,ഫല വരിയിൽ ക്ലിക്ക് ചെയ്യുമ്പോൾ കാണിക്കുന്നു,,Pending,,
Sick contacts,Sick contacts,രോഗികളുമായുള്ള സമ്പർക്കം,,Pending,,
ui.sidebar.f7efa7bc,Sidebar,സൈഡ്‌ബാർ,,Pending,,
ui.sidebar.expands.on.347cb405,Sidebar expands on,സൈഡ്ബാർ വികസിക്കുന്നത്,,Pending,,
ui.sidebar.opens.on.keyboard.focus.453d8c98,Sidebar opens on keyboard focus,കീബോർഡ് ഫോക്കസിൽ സൈഡ്ബാർ തുറക്കുന്നു,,Pending,,
ui.sidebar.pinned.open.8e3b90f7,Sidebar pinned open,സൈഡ്ബാർ തുറന്ന നിലയിൽ പിൻ ചെയ്തു,,Pending,,
ui.sidebar.position.7b4c80ca,Sidebar position,സൈഡ്ബാർ സ്ഥാനം,,Pending,,
ui.sidebar.theme.f7427d59,Sidebar theme,സൈഡ്ബാർ തീം,,Pending,,
ui.sidebar.tone.42a1c3de,Sidebar tone,സൈഡ്ബാർ വർണ്ണശൈലി,,Pending,,
Sign blocked,Sign blocked,ഒപ്പിടൽ തടഞ്ഞു,,Pending,,
ui.sign.in.bfd402b2,Sign in,സൈൻ ഇൻ,,Pending,,
Sign in again to continue. Anything unsaved is still on this screen.,Sign in again to continue. Anything unsaved is still on this screen.,തുടരാൻ വീണ്ടും സൈൻ ഇൻ ചെയ്യുക. സംരക്ഷിക്കാത്തവ സ്ക്രീനിൽ തുടരുന്നു.,,Pending,,
ui.sign.in.again.then.open.the.link.a.second.time.9ecefe43,"Sign in again, then open the link a second time.",വീണ്ടും സൈൻ ഇൻ ചെയ്ത് ലിങ്ക് തുറക്കുക.,,Pending,,
ui.sign.in.to.your.workspace.a49b670e,Sign in to your workspace,നിങ്ങളുടെ വർക്ക്‌സ്‌പേസിലേക്ക് പ്രവേശിക്കുക,,Pending,,
ui.sign.out.48f0d3d3,Sign out,സൈൻ ഔട്ട്,,Pending,,
Signed contract,Signed contract,ഒപ്പിട്ട കരാർ,,Pending,,
Signed in as,Signed in as,പ്രവേശിച്ചിരിക്കുന്നത്,,Pending,,
Signed notes are versioned; corrections are addenda,Signed notes are versioned; corrections are addenda,ഒപ്പിട്ട കുറിപ്പുകൾക്ക് പതിപ്പുകളുണ്ട്; തിരുത്തലുകൾ അനുബന്ധങ്ങളാണ്,,Pending,,
Signed out,Signed out,സൈൻ ഔട്ട് ചെയ്തു,,Pending,,
"Significance, trend, correlation, next investigation.","Significance, trend, correlation, next investigation.","പ്രാധാന്യം, പ്രവണത, ബന്ധം, അടുത്ത പരിശോധന.",,Pending,,
Signs of congestion,Signs of congestion,രക്തക്കെട്ടിന്റെ സൂചനകൾ,,Pending,,
Single schema source,Single schema source,ഒരൊറ്റ സ്കീമ ഉറവിടം,,Pending,,
field.user.sso.label,Single sign-on account,ഏകീകൃത പ്രവേശന അക്കൗണ്ട്,,Pending,,
Site and laterality,Site and laterality,സ്ഥാനവും വശവും,,Pending,,
Skin and wound,Skin and wound,ചർമ്മവും മുറിവും,,Pending,,
Skin temperature,Skin temperature,ചർമ്മ താപനില,,Pending,,
ui.skip.delivery.when.the.filtered.result.is.empty.8d7b6625,Skip delivery when the filtered result is empty.,ഫിൽട്ടർ ചെയ്ത ഫലം ശൂന്യമായാൽ വിതരണം ഒഴിവാക്കുക.,,Pending,,
Sleep,Sleep,ഉറക്കം,,Pending,,
Slow-moving stock,Slow-moving stock,മന്ദഗതിയിലുള്ള സ്റ്റോക്ക്,,Pending,,
"Smart — every word, anywhere in the row","Smart — every word, anywhere in the row",സ്മാർട്ട് — ഓരോ വാക്കും വരിയിൽ എവിടെയെങ്കിലും,,Pending,,
Soft modern workspace,Soft modern workspace,മൃദുവായ ആധുനിക വർക്ക്‌സ്‌പേസ്,,Pending,,
Solid — filled with its colour,Solid — filled with its colour,നിറഞ്ഞത് — സ്വന്തം നിറത്തിൽ,,Pending,,
ui.some.reference.lists.could.not.be.loaded.e9a89fdf,Some reference lists could not be loaded.,ചില റഫറൻസ് പട്ടികകൾ ലോഡ് ചെയ്യാനായില്ല.,,Pending,,
api.message.cc80e385e722,Someone changed this while you were editing.,നിങ്ങൾ തിരുത്തുന്നതിനിടെ മറ്റൊരാൾ ഇത് മാറ്റി.,,Pending,,
Someone updated this while you were working. Reload to see their version before saving yours.,Someone updated this while you were working. Reload to see their version before saving yours.,നിങ്ങൾ പ്രവർത്തിക്കുമ്പോൾ മറ്റൊരാൾ പുതുക്കി. നിങ്ങളുടെ പതിപ്പ് സംരക്ഷിക്കുന്നതിന് മുമ്പ് അവരുടെ പതിപ്പ് കാണാൻ വീണ്ടും ലോഡ് ചെയ്യുക.,,Pending,,
Something went wrong,Something went wrong,എന്തോ തകരാർ സംഭവിച്ചു,,Pending,,
ui.sortable.report.result.grouped.by.branch.a1f1584f,Sortable report result • grouped by branch,ക്രമീകരിക്കാവുന്ന റിപ്പോർട്ട് ഫലം • ശാഖ അനുസരിച്ച് കൂട്ടിയത്,,Pending,,
ui.source.0e570ca6,Source,ഉറവിടം,,Pending,,
Source of history,Source of history,ചരിത്രത്തിന്റെ ഉറവിടം,,Pending,,
Spacious,Spacious,വിശാലം,,Pending,,
field.consultation.specialty.label,Specialty,സ്പെഷ്യാലിറ്റി,,Pending,,
Speculum if indicated,Speculum if indicated,ആവശ്യമെങ്കിൽ സ്പെകുലം,,Pending,,
Speech,Speech,സംസാരം,,Pending,,
Speech and mood,Speech and mood,സംസാരവും മാനസികാവസ്ഥയും,,Pending,,
ui.speech.providers.34325dc3,Speech providers,സംസാര സേവന ദാതാക്കൾ,,Pending,,
Split entry,Split entry,വിഭജിച്ച എൻട്രി,,Pending,,
Split header and lines,Split header and lines,ഹെഡറും ലൈനുകളും വിഭജിക്കുക,,Pending,,
Split payer,Split payer,പണം നൽകുന്ന കക്ഷിയെ വിഭജിക്കുക,,Pending,,
ui.split.view.915c438b,Split view,വിഭജിച്ച കാഴ്ച,,Pending,,
ui.split.with.the.last.document.6b550e05,Split with the last document,അവസാന രേഖയുമായി വിഭജിക്കുക,,Pending,,
ui.spreadsheet.studio.851de496,Spreadsheet Studio,സ്പ്രെഡ്ഷീറ്റ് സ്റ്റുഡിയോ,,Pending,,
Stable,Stable,സ്ഥിരം,,Pending,,
Stable contracts,Stable contracts,സ്ഥിര കരാറുകൾ,,Pending,,
Stage {number} name,Stage {number} name,ഘട്ടം {number} പേര്,,Pending,,
field.user.riskLevel.option.standard,Standard,സാധാരണം,,Pending,,
Standard adult context with age and sex rules where relevant.,Standard adult context with age and sex rules where relevant.,പ്രസക്തമായിടത്ത് പ്രായ ലിംഗ നിയമങ്ങളുള്ള സാധാരണ മുതിർന്നവരുടെ സാഹചര്യം.,,Pending,,
Standard rated 5%,Standard rated 5%,സാധാരണ നിരക്ക് 5%,,Pending,,
ui.start.date.81696931,Start date,ആരംഭ തീയതി,,Pending,,
ui.start.new.import.eabc7445,Start new import,പുതിയ ഇറക്കുമതി ആരംഭിക്കുക,,Pending,,
ui.start.on.b6089ce4,Start on,ആരംഭിക്കുന്നത്,,Pending,,
ui.start.recording.30756af0,Start recording,റെക്കോർഡിംഗ് ആരംഭിക്കുക,,Pending,,
ui.start.up.and.records.5cf466e0,Start-up and records,ആരംഭവും രേഖകളും,,Pending,,
Starts with — a cell begins with it,Starts with — a cell begins with it,ആരംഭിക്കുന്നത് — സെൽ ഇതിൽ തുടങ്ങുന്നു,,Pending,,
State / Emirate,State / Emirate,സംസ്ഥാനം / എമിറേറ്റ്,,Pending,,
ui.status.920e413c,Status,നില,,Pending,,
menu.payroll.pay-compliance.label,Statutory,നിയമാനുസൃതം,,Pending,,
Statutory + voluntary,Statutory + voluntary,നിയമപരവും സ്വമേധയുള്ളതും,,Pending,,
menu.payroll.statutory-report.label,Statutory Report,നിയമാനുസൃത റിപ്പോർട്ട്,,Pending,,
menu.payroll.statutory-master.label,Statutory Rule,നിയമാനുസൃത ചട്ടം,,Pending,,
Step,Step,ഘട്ടം,,Pending,,
ui.step.474a987f,Step ,ഘട്ടം ,,Pending,,
ui.sticky.header.71a03535,Sticky header,സ്ഥിര ഹെഡർ,,Pending,,
menu.supply.stock-adjustment.label,Stock Adjustment,സ്റ്റോക്ക് ക്രമീകരണം,,Pending,,
menu.supply.stock-aging.label,Stock Aging,സ്റ്റോക്കിന്റെ കാലപ്പഴക്കം,,Pending,,
menu.supply.stock.label,Stock Operations,സ്റ്റോക്ക് പ്രവർത്തനങ്ങൾ,,Pending,,
menu.supply.stock-transfer.label,Stock Transfer,സ്റ്റോക്ക് കൈമാറ്റം,,Pending,,
menu.pharmacy.stock-turn-report.label,Stock Turn,സ്റ്റോക്ക് വിറ്റഴിക്കൽ നിരക്ക്,,Pending,,
Stock count variance cleared,Stock count variance cleared,സ്റ്റോക്ക് എണ്ണത്തിലെ വ്യത്യാസം പരിഹരിച്ചു,,Pending,,
menu.pharmacy.stock-on-hand.label,Stock on Hand,ലഭ്യമായ സ്റ്റോക്ക്,,Pending,,
Stock-out risk,Stock-out risk,സ്റ്റോക്ക് തീരൽ സാധ്യത,,Pending,,
Stock-outs,Stock-outs,സ്റ്റോക്ക് തീർന്നവ,,Pending,,
Stockouts,Stockouts,സ്റ്റോക്ക് തീർന്നവ,,Pending,,
ui.stop.cae7d57b,Stop,നിർത്തുക,,Pending,,
field.customer.segment.option.Strategic,Strategic,തന്ത്രപ്രധാനം,,Pending,,
Streamed to the speech gateway; audio is never stored,Streamed to the speech gateway; audio is never stored,സ്പീച്ച് ഗേറ്റ്‌വേയിലേക്ക് സ്ട്രീം ചെയ്യുന്നു; ഓഡിയോ സൂക്ഷിക്കില്ല,,Pending,,
Strength,Strength,ശക്തി,,Pending,,
Stroke and bleeding risk,Stroke and bleeding risk,സ്ട്രോക്കും രക്തസ്രാവവും ഉണ്ടാകാനുള്ള സാധ്യത,,Pending,,
Strong,Strong,ശക്തം,,Pending,,
Structured mental state with risk and safety assessment,Structured mental state with risk and safety assessment,അപകടസാധ്യതയും സുരക്ഷയും വിലയിരുത്തുന്ന ഘടനാപരമായ മാനസിക നില,,Pending,,
Structured prompts plus clinician narrative,Structured prompts plus clinician narrative,ഘടനാപരമായ പ്രോംപ്റ്റുകളും ചികിത്സകന്റെ വിവരണവും,,Pending,,
ui.style.7e744141,Style,ശൈലി,,Pending,,
ui.submit.for.approval.beec6c10,Submit for approval,അംഗീകാരത്തിനായി സമർപ്പിക്കുക,,Pending,,
Submit the current saved record for review? Save any form edits first.,Submit the current saved record for review? Save any form edits first.,നിലവിലെ സംരക്ഷിച്ച രേഖ പരിശോധനയ്ക്ക് സമർപ്പിക്കണോ? ആദ്യം ഫോം മാറ്റങ്ങൾ സംരക്ഷിക്കുക.,,Pending,,
Submitted for approval,Submitted for approval,അംഗീകാരത്തിന് സമർപ്പിച്ചു,,Pending,,
api.approval.submitted,Submitted for {stage},{stage} ഘട്ടത്തിലേക്ക് സമർപ്പിച്ചു,,Pending,,
ui.submitted.once.and.not.kept.in.this.page.1a316320,Submitted once and not kept in this page.,"ഒരിക്കൽ സമർപ്പിക്കുന്നു, ഈ പേജിൽ സൂക്ഷിക്കില്ല.",,Pending,,
Substance use,Substance use,ലഹരിവസ്തു ഉപയോഗം,,Pending,,
Substance-use instrument,Substance-use instrument,ലഹരിവസ്തു ഉപയോഗ വിലയിരുത്തൽ ഉപകരണം,,Pending,,
Subtotal,Subtotal,ഉപതുക,,Pending,,
ui.success.c88a0b90,Success,വിജയം,,Pending,,
Suggest diagnosis codes,Suggest diagnosis codes,രോഗനിർണയ കോഡുകൾ നിർദേശിക്കുക,,Pending,,
Suggest orders,Suggest orders,ഓർഡറുകൾ നിർദേശിക്കുക,,Pending,,
ui.suggest.with.ai.ee9ba75a,Suggest with AI,എഐ ഉപയോഗിച്ച് നിർദേശിക്കുക,,Pending,,
ui.suggestions.only.nothing.is.added.until.you.click.it.and.362de738,"Suggestions only. Nothing is added until you click it, and a code the reply named that is not in this service's catalogue is dropped here rather than shown.",നിർദേശങ്ങൾ മാത്രം. ക്ലിക്ക് ചെയ്യുന്നതുവരെ ഒന്നും ചേർക്കില്ല. ഈ സേവനത്തിന്റെ പട്ടികയിൽ ഇല്ലാത്ത കോഡുകൾ പ്രദർശിപ്പിക്കാതെ ഒഴിവാക്കുന്നു.,,Pending,,
ui.summarise.76a35d0a,Summarise,സംഗ്രഹിക്കുക,,Pending,,
Summarise my unread,Summarise my unread,എന്റെ വായിക്കാത്തവ സംഗ്രഹിക്കുക,,Pending,,
Summarise selected records,Summarise selected records,തിരഞ്ഞെടുത്ത രേഖകൾ സംഗ്രഹിക്കുക,,Pending,,
Summarise selection,Summarise selection,തിരഞ്ഞെടുപ്പ് സംഗ്രഹിക്കുക,,Pending,,
Summarise this encounter,Summarise this encounter,ഈ സന്ദർശനം സംഗ്രഹിക്കുക,,Pending,,
Summarise this report,Summarise this report,ഈ റിപ്പോർട്ട് സംഗ്രഹിക്കുക,,Pending,,
ui.summarise.unread.0781ed9e,Summarise unread,വായിക്കാത്തവ സംഗ്രഹിക്കുക,,Pending,,
"Summarises the clinical picture of this record — ward, diagnosis, length of stay and status. The patient's name is never sent.","Summarises the clinical picture of this record — ward, diagnosis, length of stay and status. The patient's name is never sent.","രേഖയുടെ ക്ലിനിക്കൽ ചിത്രം സംഗ്രഹിക്കുന്നു: വാർഡ്, രോഗനിർണയം, താമസദൈർഘ്യം, നില. രോഗിയുടെ പേര് അയയ്ക്കില്ല.",,Pending,,
"Summarises the clinical records you have selected as a group — where the load is, and which look urgent. No names are sent.","Summarises the clinical records you have selected as a group — where the load is, and which look urgent. No names are sent.",തിരഞ്ഞെടുത്ത ക്ലിനിക്കൽ രേഖകൾ ഒരു കൂട്ടമായി സംഗ്രഹിക്കുന്നു: ജോലിഭാരവും അടിയന്തരമായവയും. പേരുകൾ അയയ്ക്കില്ല.,,Pending,,
"Summarises the records you have selected, using only the columns currently visible.","Summarises the records you have selected, using only the columns currently visible.",നിലവിൽ കാണുന്ന നിരകൾ മാത്രം ഉപയോഗിച്ച് തിരഞ്ഞെടുത്ത രേഖകൾ സംഗ്രഹിക്കുന്നു.,,Pending,,
Summary,Summary,സംഗ്രഹം,,Pending,,
column.supplier-fin-master.name.label,Supplier,വിതരണക്കാരൻ,,Pending,,
menu.supply.supplier-contract.label,Supplier Contract,വിതരണക്കാരന്റെ കരാർ,,Pending,,
column.supplier-fin-master.id.label,Supplier ID,വിതരണക്കാരന്റെ ഐഡി,,Pending,,
Supplier Master,Supplier Master,വിതരണക്കാരുടെ മാസ്റ്റർ,,Pending,,
Supplier OTIF,Supplier OTIF,വിതരണക്കാരന്റെ സമയവും പൂർണ്ണതയും,,Pending,,
menu.supply.supplier-performance.label,Supplier Performance,വിതരണക്കാരന്റെ പ്രകടനം,,Pending,,
Supplier certificate expired,Supplier certificate expired,വിതരണക്കാരന്റെ സർട്ടിഫിക്കറ്റ് കാലഹരണപ്പെട്ടു,,Pending,,
Supplier delay detected,Supplier delay detected,വിതരണക്കാരന്റെ വൈകൽ കണ്ടെത്തി,,Pending,,
module.supply.shortLabel,Supply,വിതരണം,,Pending,,
module.supply.label,Supply Chain,വിതരണ ശൃംഖല,,Pending,,
page.supply-dashboard.title,Supply Chain Command Center,വിതരണ ശൃംഖല നിയന്ത്രണ കേന്ദ്രം,,Pending,,
menu.supply.supply-dashboard.label,Supply Chain Dashboard,വിതരണ ശൃംഖല ഡാഷ്ബോർഡ്,,Pending,,
menu.supply.supply-insights.label,Supply Insights,വിതരണ വിശകലനം,,Pending,,
menu.supply.supply-queues.label,Supply Queues,വിതരണ ക്യൂകൾ,,Pending,,
menu.supply.supply-settings.label,Supply Setup,വിതരണ ക്രമീകരണം,,Pending,,
Support,Support,പിന്തുണ,,Pending,,
Surgical scars,Surgical scars,ശസ്ത്രക്രിയാ പാടുകൾ,,Pending,,
ui.swap.the.panes.55e75080,Swap the panes,പാനലുകൾ പരസ്പരം മാറ്റുക,,Pending,,
Swelling,Swelling,വീക്കം,,Pending,,
Swelling or bruising,Swelling or bruising,വീക്കം അല്ലെങ്കിൽ ചതവ്,,Pending,,
"Symbol — د.إ1,200","Symbol — د.إ1,200","ചിഹ്നം — د.إ1,200",,Pending,,
Symptom burden,Symptom burden,ലക്ഷണങ്ങളുടെ ഭാരം,,Pending,,
