message_key,english,current_translation,reviewer,status,proposed_translation,notes
page.valuation-method.subtitle,"Search, review and manage valuation method records with saved views and configurable actions.",ابحث في سجلات طريقة التقييم وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.vitals-worklist.subtitle,"Search, review and manage vitals & observations records with saved views and configurable actions.",ابحث في سجلات العلامات الحيوية والملاحظات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.warehouse-master.subtitle,"Search, review and manage warehouse master records with saved views and configurable actions.",ابحث في سجلات سجل المستودعات وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
page.workforce-report.subtitle,"Search, review and manage workforce analytics records with saved views and configurable actions.",ابحث في سجلات تحليلات القوى العاملة وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
"Search, review and manage {name} records with saved views and configurable actions.","Search, review and manage {name} records with saved views and configurable actions.",ابحث في سجلات {name} وراجعها وأدرها باستخدام طرق العرض المحفوظة والإجراءات القابلة للتهيئة.,,Pending,,
Search…,Search…,بحث…,,Pending,,
Second Opinion,Second Opinion,رأي ثانٍ,,Pending,,
ui.secondary.62f2ccff,Secondary,ثانوي,,Pending,,
ui.section.dfca5da5,Section,القسم,,Pending,,
Sections,Sections,الأقسام,,Pending,,
Secure download link,Secure download link,رابط تنزيل آمن,,Pending,,
ui.secure.session.54818e0a,Secure session,جلسة آمنة,,Pending,,
section.user.security.title,Security policy,سياسة الأمان,,Pending,,
ui.see.all.messages.082f7c89,See all messages,عرض كل الرسائل,,Pending,,
ui.see.all.notifications.00f66a6a,See all notifications,عرض كل الإشعارات,,Pending,,
field.consultation.consultedOn.label,Seen on,تاريخ المعاينة,,Pending,,
Segment,Segment,الفئة,,Pending,,
api.message.7f020a480b27,Select 1–100 record IDs.,اختر من معرّف واحد إلى 100 معرّف سجل.,,Pending,,
api.message.4a2f85e2749e,Select a saved record.,اختر سجلًا محفوظًا.,,Pending,,
ui.select.all.visible.records.e15adf6c,Select all visible records,تحديد كل السجلات الظاهرة,,Pending,,
ui.select.eligible.rows.on.this.page.55468a85,Select eligible rows on this page,تحديد الصفوف المؤهلة في هذه الصفحة,,Pending,,
Select {item},Select {item},تحديد {item},,Pending,,
Select {record},Select {record},تحديد {record},,Pending,,
"Selected from this service's catalogue — manually, or proposed and accepted","Selected from this service's catalogue — manually, or proposed and accepted",مختار من دليل الخدمة يدوياً أو باقتراح مقبول,,Pending,,
Selected from what this service can place,Selected from what this service can place,مختار مما تستطيع الخدمة طلبه,,Pending,,
ui.selection.applies.to.this.page.only.failed.records.stay.6c13991d,Selection applies to this page only. Failed records stay selected.,التحديد لهذه الصفحة فقط. تبقى السجلات الفاشلة محددة.,,Pending,,
Select…,Select…,اختر…,,Pending,,
field.consultation.payer.option.Self-pay,Self-pay,دفع ذاتي,,Pending,,
Semantic themes,Semantic themes,سمات دلالية,,Pending,,
ui.send.f6f4688f,Send,إرسال,,Pending,,
ui.send.e8fbd3f3,Send ,إرسال ,,Pending,,
ui.send.only.when.data.exists.8bac5dec,Send only when data exists,الإرسال فقط عند وجود بيانات,,Pending,,
Sensation,Sensation,الإحساس,,Pending,,
ui.sensitive.changes.should.be.versioned.and.submitted.with.d2c8dec6,Sensitive changes should be versioned and submitted with a reason.,يجب إصدار نسخ للتغييرات الحساسة وتقديمها مع السبب.,,Pending,,
Sep,Sep,سبتمبر,,Pending,,
menu.hr.separation.label,Separation,إنهاء الخدمة,,Pending,,
ui.september.2026.5111fc9c,September 2026,سبتمبر 2026,,Pending,,
September preview,September preview,معاينة سبتمبر,,Pending,,
menu.healthcare.service-catalog.label,Service Catalogue,دليل الخدمات,,Pending,,
field.user.riskLevel.option.service,Service account,حساب خدمة,,Pending,,
Service level,Service level,مستوى الخدمة,,Pending,,
Services,Services,الخدمات,,Pending,,
api.message.37c08ac1e02f,Session ended.,انتهت الجلسة.,,Pending,,
api.message.26cbd28fd351,Session exceeded the maximum length.,تجاوزت الجلسة المدة القصوى.,,Pending,,
field.user.sessionTimeout.label,Session timeout,مهلة الجلسة,,Pending,,
ui.set.by.bd6cc9a4,Set by,تم الإعداد بواسطة,,Pending,,
ui.set.default.ae188faa,Set default,تعيين كافتراضي,,Pending,,
ui.set.key.d599b6ec,Set key,إعداد المفتاح,,Pending,,
Set the key,Set the key,إعداد المفتاح,,Pending,,
ui.settings.74a883a0,Settings,الإعدادات,,Pending,,
ui.settings.could.not.be.loaded.preference.changes.apply.to.9cc9f6fa,Settings could not be loaded. Preference changes apply to this session only. Reload to try again.,تعذر تحميل الإعدادات. التغييرات لهذه الجلسة فقط. أعد التحميل للمحاولة.,,Pending,,
menu.payroll.settlement-review.label,Settlement Review,مراجعة التسوية,,Pending,,
ui.shaped.grey.blocks.while.a.page.arrives.instead.of.the.o.bdafc552,"Shaped grey blocks while a page arrives, instead of the old page sitting there",كتل رمادية أثناء تحميل الصفحة بدلاً من إبقاء الصفحة القديمة,,Pending,,
field.hr-dashboard.tags.option.shared,Shared,مشترك,,Pending,,
ui.shared.component.registry.7978f6d8,Shared component registry,سجل المكونات المشتركة,,Pending,,
Shared components,Shared components,المكونات المشتركة,,Pending,,
Shell,Shell,واجهة التطبيق,,Pending,,
menu.hr.shift-roster.label,Shift Roster,جدول المناوبات,,Pending,,
menu.library.shortcut-manager.label,Shortcut Manager,مدير الاختصارات,,Pending,,
Shortcuts,Shortcuts,الاختصارات,,Pending,,
ui.show.discoverable.key.combinations.10b3f148,Show discoverable key combinations,إظهار اختصارات لوحة المفاتيح,,Pending,,
ui.show.seconds.f516b99a,Show seconds,إظهار الثواني,,Pending,,
Show this document beside the last one,Show this document beside the last one,عرض المستند بجانب السابق,,Pending,,
Showing,Showing,عرض,,Pending,,
ui.showing.7282e1fb,Showing ,عرض ,,Pending,,
ui.showing.every.section.matching.f4d5fda7,Showing every section matching “,عرض كل قسم يطابق «,,Pending,,
ui.shown.when.clicking.a.result.row.07e0ad52,Shown when clicking a result row,يظهر عند النقر على صف نتيجة,,Pending,,
Sick contacts,Sick contacts,مخالطة المرضى,,Pending,,
ui.sidebar.f7efa7bc,Sidebar,الشريط الجانبي,,Pending,,
ui.sidebar.expands.on.347cb405,Sidebar expands on,يتوسع الشريط الجانبي عند,,Pending,,
ui.sidebar.opens.on.keyboard.focus.453d8c98,Sidebar opens on keyboard focus,يفتح الشريط الجانبي عند التركيز بلوحة المفاتيح,,Pending,,
ui.sidebar.pinned.open.8e3b90f7,Sidebar pinned open,الشريط الجانبي مثبّت مفتوحاً,,Pending,,
ui.sidebar.position.7b4c80ca,Sidebar position,موضع الشريط الجانبي,,Pending,,
ui.sidebar.theme.f7427d59,Sidebar theme,سمة الشريط الجانبي,,Pending,,
ui.sidebar.tone.42a1c3de,Sidebar tone,درجة لون الشريط الجانبي,,Pending,,
Sign blocked,Sign blocked,التوقيع محظور,,Pending,,
ui.sign.in.bfd402b2,Sign in,تسجيل الدخول,,Pending,,
Sign in again to continue. Anything unsaved is still on this screen.,Sign in again to continue. Anything unsaved is still on this screen.,سجّل الدخول مجدداً للمتابعة. غير المحفوظ ما زال على الشاشة.,,Pending,,
ui.sign.in.again.then.open.the.link.a.second.time.9ecefe43,"Sign in again, then open the link a second time.",سجّل الدخول مجدداً ثم افتح الرابط مرة أخرى.,,Pending,,
ui.sign.in.to.your.workspace.a49b670e,Sign in to your workspace,سجّل الدخول إلى مساحة عملك,,Pending,,
ui.sign.out.48f0d3d3,Sign out,تسجيل الخروج,,Pending,,
Signed contract,Signed contract,عقد موقّع,,Pending,,
Signed in as,Signed in as,مسجل الدخول باسم,,Pending,,
Signed notes are versioned; corrections are addenda,Signed notes are versioned; corrections are addenda,الملاحظات الموقعة بإصدارات؛ التصحيحات ملاحق,,Pending,,
Signed out,Signed out,تم تسجيل الخروج,,Pending,,
"Significance, trend, correlation, next investigation.","Significance, trend, correlation, next investigation.",الأهمية والاتجاه والارتباط والفحص التالي.,,Pending,,
Signs of congestion,Signs of congestion,علامات الاحتقان,,Pending,,
Single schema source,Single schema source,مصدر مخطط واحد,,Pending,,
field.user.sso.label,Single sign-on account,حساب دخول موحّد,,Pending,,
Site and laterality,Site and laterality,الموضع والجهة,,Pending,,
Skin and wound,Skin and wound,الجلد والجرح,,Pending,,
Skin temperature,Skin temperature,حرارة الجلد,,Pending,,
ui.skip.delivery.when.the.filtered.result.is.empty.8d7b6625,Skip delivery when the filtered result is empty.,تخطي التسليم عند خلو النتائج المصفاة.,,Pending,,
Sleep,Sleep,النوم,,Pending,,
Slow-moving stock,Slow-moving stock,مخزون بطيء الحركة,,Pending,,
"Smart — every word, anywhere in the row","Smart — every word, anywhere in the row",ذكي — كل كلمة في أي موضع بالصف,,Pending,,
Soft modern workspace,Soft modern workspace,مساحة عمل حديثة ناعمة,,Pending,,
Solid — filled with its colour,Solid — filled with its colour,مصمت — مملوء بلونه,,Pending,,
ui.some.reference.lists.could.not.be.loaded.e9a89fdf,Some reference lists could not be loaded.,تعذر تحميل بعض القوائم المرجعية.,,Pending,,
api.message.cc80e385e722,Someone changed this while you were editing.,غيّر شخص آخر هذا أثناء تعديلك.,,Pending,,
Someone updated this while you were working. Reload to see their version before saving yours.,Someone updated this while you were working. Reload to see their version before saving yours.,عدّله شخص أثناء عملك. أعد التحميل لرؤية نسخته قبل حفظ نسختك.,,Pending,,
Something went wrong,Something went wrong,حدث خطأ,,Pending,,
ui.sortable.report.result.grouped.by.branch.a1f1584f,Sortable report result • grouped by branch,نتائج قابلة للترتيب • مجمّعة حسب الفرع,,Pending,,
ui.source.0e570ca6,Source,المصدر,,Pending,,
Source of history,Source of history,مصدر التاريخ,,Pending,,
Spacious,Spacious,واسع,,Pending,,
field.consultation.specialty.label,Specialty,التخصص,,Pending,,
Speculum if indicated,Speculum if indicated,منظار عند اللزوم,,Pending,,
Speech,Speech,الكلام,,Pending,,
Speech and mood,Speech and mood,الكلام والمزاج,,Pending,,
ui.speech.providers.34325dc3,Speech providers,مزوّدو تحويل الكلام,,Pending,,
Split entry,Split entry,إدخال مقسّم,,Pending,,
Split header and lines,Split header and lines,تقسيم الرأس والبنود,,Pending,,
Split payer,Split payer,تقسيم الدفع,,Pending,,
ui.split.view.915c438b,Split view,عرض مقسّم,,Pending,,
ui.split.with.the.last.document.6b550e05,Split with the last document,تقسيم مع آخر مستند,,Pending,,
ui.spreadsheet.studio.851de496,Spreadsheet Studio,استوديو جداول البيانات,,Pending,,
Stable,Stable,مستقر,,Pending,,
Stable contracts,Stable contracts,عقود مستقرة,,Pending,,
Stage {number} name,Stage {number} name,اسم المرحلة {number},,Pending,,
field.user.riskLevel.option.standard,Standard,قياسي,,Pending,,
Standard adult context with age and sex rules where relevant.,Standard adult context with age and sex rules where relevant.,سياق بالغ قياسي مع قواعد العمر والجنس عند الصلة.,,Pending,,
Standard rated 5%,Standard rated 5%,النسبة القياسية 5%,,Pending,,
ui.start.date.81696931,Start date,تاريخ البدء,,Pending,,
ui.start.new.import.eabc7445,Start new import,بدء استيراد جديد,,Pending,,
ui.start.on.b6089ce4,Start on,البدء من,,Pending,,
ui.start.recording.30756af0,Start recording,بدء التسجيل,,Pending,,
ui.start.up.and.records.5cf466e0,Start-up and records,البدء والسجلات,,Pending,,
Starts with — a cell begins with it,Starts with — a cell begins with it,يبدأ بـ — بداية الخلية,,Pending,,
State / Emirate,State / Emirate,الولاية / الإمارة,,Pending,,
ui.status.920e413c,Status,الحالة,,Pending,,
menu.payroll.pay-compliance.label,Statutory,نظامي,,Pending,,
Statutory + voluntary,Statutory + voluntary,إلزامي + اختياري,,Pending,,
menu.payroll.statutory-report.label,Statutory Report,التقرير النظامي,,Pending,,
menu.payroll.statutory-master.label,Statutory Rule,القاعدة النظامية,,Pending,,
Step,Step,الخطوة,,Pending,,
ui.step.474a987f,Step ,الخطوة ,,Pending,,
ui.sticky.header.71a03535,Sticky header,رأس ثابت,,Pending,,
menu.supply.stock-adjustment.label,Stock Adjustment,تعديل المخزون,,Pending,,
menu.supply.stock-aging.label,Stock Aging,أعمار المخزون,,Pending,,
menu.supply.stock.label,Stock Operations,عمليات المخزون,,Pending,,
menu.supply.stock-transfer.label,Stock Transfer,تحويل المخزون,,Pending,,
menu.pharmacy.stock-turn-report.label,Stock Turn,دوران المخزون,,Pending,,
Stock count variance cleared,Stock count variance cleared,تمت تسوية فرق الجرد,,Pending,,
menu.pharmacy.stock-on-hand.label,Stock on Hand,المخزون المتاح,,Pending,,
Stock-out risk,Stock-out risk,خطر نفاد المخزون,,Pending,,
Stock-outs,Stock-outs,نفاد المخزون,,Pending,,
Stockouts,Stockouts,نفاد المخزون,,Pending,,
ui.stop.cae7d57b,Stop,إيقاف,,Pending,,
field.customer.segment.option.Strategic,Strategic,استراتيجي,,Pending,,
Streamed to the speech gateway; audio is never stored,Streamed to the speech gateway; audio is never stored,يُبث لبوابة الكلام؛ لا يُخزّن الصوت,,Pending,,
Strength,Strength,القوة,,Pending,,
Stroke and bleeding risk,Stroke and bleeding risk,خطر السكتة والنزيف,,Pending,,
Strong,Strong,قوي,,Pending,,
Structured mental state with risk and safety assessment,Structured mental state with risk and safety assessment,حالة نفسية منظمة مع تقييم المخاطر والسلامة,,Pending,,
Structured prompts plus clinician narrative,Structured prompts plus clinician narrative,تعليمات منظمة مع سرد الطبيب,,Pending,,
ui.style.7e744141,Style,النمط,,Pending,,
ui.submit.for.approval.beec6c10,Submit for approval,إرسال للاعتماد,,Pending,,
Submit the current saved record for review? Save any form edits first.,Submit the current saved record for review? Save any form edits first.,تقديم السجل المحفوظ للمراجعة؟ احفظ تعديلات النموذج أولاً.,,Pending,,
Submitted for approval,Submitted for approval,تم التقديم للموافقة,,Pending,,
api.approval.submitted,Submitted for {stage},تم التقديم إلى {stage},,Pending,,
ui.submitted.once.and.not.kept.in.this.page.1a316320,Submitted once and not kept in this page.,يُرسل مرة واحدة ولا يُحتفظ به في الصفحة.,,Pending,,
Substance use,Substance use,استخدام المواد,,Pending,,
Substance-use instrument,Substance-use instrument,أداة تقييم استخدام المواد,,Pending,,
Subtotal,Subtotal,المجموع الفرعي,,Pending,,
ui.success.c88a0b90,Success,نجاح,,Pending,,
Suggest diagnosis codes,Suggest diagnosis codes,اقتراح رموز التشخيص,,Pending,,
Suggest orders,Suggest orders,اقتراح طلبات,,Pending,,
ui.suggest.with.ai.ee9ba75a,Suggest with AI,اقتراح بالذكاء الاصطناعي,,Pending,,
ui.suggestions.only.nothing.is.added.until.you.click.it.and.362de738,"Suggestions only. Nothing is added until you click it, and a code the reply named that is not in this service's catalogue is dropped here rather than shown.",اقتراحات فقط. لا يُضاف شيء حتى تنقر عليه، وتُحذف الرموز غير الموجودة في دليل الخدمة بدلاً من عرضها.,,Pending,,
ui.summarise.76a35d0a,Summarise,تلخيص,,Pending,,
Summarise my unread,Summarise my unread,تلخيص غير المقروء لدي,,Pending,,
Summarise selected records,Summarise selected records,تلخيص السجلات المحددة,,Pending,,
Summarise selection,Summarise selection,تلخيص المحدد,,Pending,,
Summarise this encounter,Summarise this encounter,تلخيص هذه الزيارة,,Pending,,
Summarise this report,Summarise this report,تلخيص هذا التقرير,,Pending,,
ui.summarise.unread.0781ed9e,Summarise unread,تلخيص غير المقروء,,Pending,,
"Summarises the clinical picture of this record — ward, diagnosis, length of stay and status. The patient's name is never sent.","Summarises the clinical picture of this record — ward, diagnosis, length of stay and status. The patient's name is never sent.",يلخص الصورة السريرية للسجل: الجناح والتشخيص ومدة الإقامة والحالة. لا يُرسل اسم المريض.,,Pending,,
"Summarises the clinical records you have selected as a group — where the load is, and which look urgent. No names are sent.","Summarises the clinical records you have selected as a group — where the load is, and which look urgent. No names are sent.",يلخص السجلات السريرية المحددة كمجموعة: حجم العمل والحالات العاجلة. لا تُرسل أسماء.,,Pending,,
"Summarises the records you have selected, using only the columns currently visible.","Summarises the records you have selected, using only the columns currently visible.",يلخص السجلات المحددة باستخدام الأعمدة الظاهرة فقط.,,Pending,,
Summary,Summary,ملخص,,Pending,,
column.supplier-fin-master.name.label,Supplier,المورّد,,Pending,,
menu.supply.supplier-contract.label,Supplier Contract,عقد المورد,,Pending,,
column.supplier-fin-master.id.label,Supplier ID,معرّف المورّد,,Pending,,
Supplier Master,Supplier Master,سجل الموردين,,Pending,,
Supplier OTIF,Supplier OTIF,التزام المورّد بالوقت والكمية,,Pending,,
menu.supply.supplier-performance.label,Supplier Performance,أداء الموردين,,Pending,,
Supplier certificate expired,Supplier certificate expired,انتهت شهادة المورّد,,Pending,,
Supplier delay detected,Supplier delay detected,اكتشاف تأخير المورّد,,Pending,,
module.supply.shortLabel,Supply,الإمداد,,Pending,,
module.supply.label,Supply Chain,سلسلة الإمداد,,Pending,,
page.supply-dashboard.title,Supply Chain Command Center,مركز إدارة سلسلة الإمداد,,Pending,,
menu.supply.supply-dashboard.label,Supply Chain Dashboard,لوحة سلسلة الإمداد,,Pending,,
menu.supply.supply-insights.label,Supply Insights,رؤى الإمداد,,Pending,,
menu.supply.supply-queues.label,Supply Queues,قوائم انتظار الإمداد,,Pending,,
menu.supply.supply-settings.label,Supply Setup,إعداد الإمداد,,Pending,,
Support,Support,الدعم,,Pending,,
Surgical scars,Surgical scars,ندبات جراحية,,Pending,,
ui.swap.the.panes.55e75080,Swap the panes,تبديل اللوحتين,,Pending,,
Swelling,Swelling,التورم,,Pending,,
Swelling or bruising,Swelling or bruising,تورم أو كدمات,,Pending,,
"Symbol — د.إ1,200","Symbol — د.إ1,200","الرمز — د.إ1,200",,Pending,,
Symptom burden,Symptom burden,عبء الأعراض,,Pending,,
Syncope or presyncope,Syncope or presyncope,إغماء أو ما قبله,,Pending,,
System,System,النظام,,Pending,,
System UI,System UI,خط النظام,,Pending,,
Systems,Systems,الأجهزة,,Pending,,
ui.tab.options.743b9c60,Tab options,خيارات التبويب,,Pending,,
Tabbed workspace,Tabbed workspace,مساحة عمل بتبويبات,,Pending,,
ui.tabbing.into.the.rail.expands.it.as.hovering.does.19219038,"Tabbing into the rail expands it, as hovering does",الانتقال للشريط بلوحة المفاتيح يوسّعه مثل المؤشر,,Pending,,
Table,Table,جدول,,Pending,,
Table view,Table view,عرض الجدول,,Pending,,
ui.tables.e3fe2a3f,Tables,الجداول,,Pending,,
Tabs,Tabs,التبويبات,,Pending,,
field.hr-dashboard.tags.label,Tags,الوسوم,,Pending,,
Target 12 min,Target 12 min,الهدف 12 دقيقة,,Pending,,
Target 33.0%,Target 33.0%,الهدف 33.0%,,Pending,,
Target 4.5,Target 4.5,الهدف 4.5,,Pending,,
Target 95%,Target 95%,الهدف 95%,,Pending,,
menu.sales.sales-targets.label,Target Setup,إعداد الأهداف,,Pending,,
Tax,Tax,الضريبة,,Pending,,
Tax %,Tax %,الضريبة %,,Pending,,
Tax & Jurisdiction,Tax & Jurisdiction,الضرائب والاختصاص,,Pending,,
Tax & compliance,Tax & compliance,الضرائب والامتثال,,Pending,,
ui.tax.invoice.e6876b32,Tax Invoice,فاتورة ضريبية,,Pending,,
menu.finance.tax-return.label,Tax Return,الإقرار الضريبي,,Pending,,
Tax calculation,Tax calculation,حساب الضريبة,,Pending,,
ui.tax.evidence.9931fd83,Tax evidence,المستندات الضريبية,,Pending,,
field.customer.taxExempt.label,Tax exempt,معفى من الضريبة,,Pending,,
ui.tax.invoice.preview.bb224ea0,Tax invoice preview,معاينة الفاتورة الضريبية,,Pending,,
ui.tax.jurisdiction.e332a82c,Tax jurisdiction,الاختصاص الضريبي,,Pending,,
ui.tax.note.0f0ab65f,Tax note,ملاحظة ضريبية,,Pending,,
ui.tax.registration.number.a706b6a0,Tax registration number,رقم التسجيل الضريبي,,Pending,,
Tax registration verified,Tax registration verified,تم التحقق من التسجيل الضريبي,,Pending,,
section.customer.tax.description,"Tax registration, jurisdiction and invoicing settings.",إعدادات التسجيل الضريبي والاختصاص والفوترة.,,Pending,,
Tax threshold warning,Tax threshold warning,تنبيه الحد الضريبي,,Pending,,
ui.tax.treatment.3d583bc9,Tax treatment,المعاملة الضريبية,,Pending,,
ui.tax.validated.78e6c997,Tax validated,تم التحقق من الضريبة,,Pending,,
Tax validation completed,Tax validation completed,اكتمل التحقق الضريبي,,Pending,,
ui.tax.credit.and.posting.checks.require.a.connected.busine.99159296,"Tax, credit and posting checks require a connected business service",فحوص الضريبة والائتمان والترحيل تتطلب خدمة أعمال متصلة,,Pending,,
Taxable amount,Taxable amount,المبلغ الخاضع للضريبة,,Pending,,
menu.finance.tax-master.label,Taxation Master,سجل الضرائب,,Pending,,
Technology,Technology,التقنية,,Pending,,
Temperature,Temperature,الحرارة,,Pending,,
field.consultation.temperature.label,Temperature (°C),الحرارة (°م),,Pending,,
ui.tenant.e23969d2,Tenant,المستأجر,,Pending,,
Tenderness,Tenderness,إيلام,,Pending,,
section.customer.credit.description,"Terms, limits and collection risk.",الشروط والحدود ومخاطر التحصيل.,,Pending,,
menu.sales.territory-master.label,Territory Master,سجل المناطق,,Pending,,
ui.test.component.feedback.e618724b,Test component feedback,اختبار استجابة المكوّن,,Pending,,
"Tests, documents, independent historian, independent interpretation, discussion with an external professional.","Tests, documents, independent historian, independent interpretation, discussion with an external professional.",اختبارات ووثائق ومصدر تاريخ مستقل وتفسير مستقل ونقاش مع مختص خارجي.,,Pending,,
api.message.69f686226e9c,That does not look like a provider key.,لا يبدو هذا مفتاح مزود صالحًا.,,Pending,,
That file is not a preferences export.,That file is not a preferences export.,هذا الملف ليس تصديراً للتفضيلات.,,Pending,,
That record is not available,That record is not available,هذا السجل غير متاح,,Pending,,
api.message.611f057aea7f,That record is not on this list.,هذا السجل غير موجود في هذه القائمة.,,Pending,,
api.message.4957a3c56258,That related record was not found on the selected page.,لم يتم العثور على السجل المرتبط في الصفحة المحددة.,,Pending,,
api.message.eb8a7c7f7292,That saved view is not available.,هذا العرض المحفوظ غير متاح.,,Pending,,
api.message.b2d5af196572,That worklist does not exist.,قائمة العمل هذه غير موجودة.,,Pending,,
ui.the.b344d80e,The,الـ,,Pending,,
The CSV contains an unclosed quoted cell.,The CSV contains an unclosed quoted cell.,يحتوي CSV على خلية باقتباس غير مغلق.,,Pending,,
api.message.0d7e2d97e37d,The OpenAI speech credential is missing.,بيانات اعتماد الكلام من OpenAI مفقودة.,,Pending,,
ui.the.action.has.not.been.confirmed.ef061242,The action has not been confirmed.,لم يتم تأكيد الإجراء.,,Pending,,
ui.the.base.url.dispatch.appends.chat.completions.9ba2af6c,The base URL. Dispatch appends /chat/completions.,الرابط الأساسي. يضيف الإرسال /chat/completions.,,Pending,,
The branch is 4.0% above budget and leads absolute growth.,The branch is 4.0% above budget and leads absolute growth.,الفرع أعلى من الميزانية بنسبة 4.0% ويتصدر النمو المطلق.,,Pending,,
ui.the.change.is.awaiting.confirmation.ad7a6793,The change is awaiting confirmation.,التغيير بانتظار التأكيد.,,Pending,,
section.consultation.assessment.description,The clinical conclusion and what happens next.,الخلاصة السريرية والخطوات التالية.,,Pending,,
ui.the.clock.in.the.header.9ff89254,The clock in the header.,الساعة في الشريط العلوي.,,Pending,,
The current module's dashboard,The current module's dashboard,لوحة الوحدة الحالية,,Pending,,
The default worklist view has been restored.,The default worklist view has been restored.,تمت استعادة عرض قائمة العمل الافتراضي.,,Pending,,
The edited worksheet was downloaded as an Excel file.,The edited worksheet was downloaded as an Excel file.,تم تنزيل الورقة المعدلة كملف Excel.,,Pending,,
ui.the.full.page.guide.the.component.library.and.the.develo.c84664a6,"The full page guide, the component library and the developer manual are one click away.",دليل الصفحة الكامل ومكتبة المكونات ودليل المطوّر بنقرة واحدة.,,Pending,,
"The gateway picks the lowest priority number that is enabled, supports the session language, and has a credential. A provider that is enabled but has no key is","The gateway picks the lowest priority number that is enabled, supports the session language, and has a credential. A provider that is enabled but has no key is",تختار البوابة أقل رقم أولوية مفعّل يدعم لغة الجلسة ولديه بيانات اعتماد. المزوّد المفعّل بلا مفتاح يكون,,Pending,,
ui.the.gateway.picks.the.lowest.priority.number.that.is.ena.1c2a2c84,"The gateway picks the lowest priority number that is enabled, supports the session language, and has a credential. A provider that is enabled but has no key is ",تختار البوابة أقل رقم أولوية مفعّل يدعم لغة الجلسة ولديه بيانات اعتماد. المزوّد المفعّل بلا مفتاح يكون ,,Pending,,
api.message.c5d68aa099de,The import definition is no longer available.,تعريف الاستيراد لم يعد متاحًا.,,Pending,,
ui.the.item.will.be.removed.from.this.record.its.activity.e.16a42e63,The item will be removed from this record. Its activity entry will remain.,سيُحذف العنصر من السجل مع بقاء نشاطه.,,Pending,,
The mock snapshot was prepared as CSV.,The mock snapshot was prepared as CSV.,تم إعداد البيانات التجريبية بصيغة CSV.,,Pending,,
api.message.d51b0ec57dae,The model ran out of output budget before answering.,نفدت ميزانية الإخراج للنموذج قبل الإجابة.,,Pending,,
The page I last had open,The page I last had open,آخر صفحة فتحتها,,Pending,,
The page could not finish loading. This is usually temporary.,The page could not finish loading. This is usually temporary.,تعذر إكمال تحميل الصفحة. عادةً ما يكون ذلك مؤقتاً.,,Pending,,
api.message.188e13cb3e2d,The provider could not be reached.,تعذّر الاتصال بالمزود.,,Pending,,
api.message.c1244747b419,The provider rejected the request.,رفض المزود الطلب.,,Pending,,
api.message.933e49bdd239,The provider returned no text.,لم يُرجع المزود أي نص.,,Pending,,
The record service confirmed the save.,The record service confirmed the save.,أكدت خدمة السجلات الحفظ.,,Pending,,
The record service confirmed the save. Posting is a separate workflow.,The record service confirmed the save. Posting is a separate workflow.,أكدت خدمة السجلات الحفظ. الترحيل سير عمل منفصل.,,Pending,,
The record was routed to the configured approval workflow.,The record was routed to the configured approval workflow.,وُجّه السجل إلى سير الموافقة المحدد.,,Pending,,
The selected mock action was started.,The selected mock action was started.,بدأ الإجراء التجريبي المحدد.,,Pending,,
The service was unavailable or another window changed the draft. Review it when reopening the record.,The service was unavailable or another window changed the draft. Review it when reopening the record.,الخدمة غير متاحة أو غيّرت نافذة أخرى المسودة. راجعها عند إعادة فتح السجل.,,Pending,,
The shared toast service handled this component action.,The shared toast service handled this component action.,عالجت خدمة الإشعارات المشتركة هذا الإجراء.,,Pending,,
ui.the.tax.invoice.workspace.0a0c5f0a,The tax invoice workspace.,مساحة عمل الفاتورة الضريبية.,,Pending,,
ui.the.top.bar.takes.the.same.palette.choices.as.the.rail.38e44156,The top bar takes the same palette choices as the rail.,الشريط العلوي يستخدم خيارات ألوان الشريط الجانبي نفسها.,,Pending,,
ui.the.transcript.appears.here.as.it.is.spoken.419b964f,The transcript appears here as it is spoken.,يظهر النص هنا أثناء التحدث.,,Pending,,
ui.the.workspace.asked.for.a.page.that.is.not.in.the.regist.b22d0973,The workspace asked for a page that is not in the registry.,طلبت مساحة العمل صفحة غير موجودة في السجل.,,Pending,,
ui.theme.efb52e71,Theme,السمة,,Pending,,
menu.library.theme-studio.label,Theme Studio,استوديو السمات,,Pending,,
Theme token warning,Theme token warning,تنبيه رمز السمة,,Pending,,
Theme variants,Theme variants,تنويعات السمات,,Pending,,
ui.theme.aware.interactive.examples.fdb52b03,Theme-aware interactive examples,أمثلة تفاعلية تتبع السمة,,Pending,,
Themes,Themes,السمات,,Pending,,
There is no messaging service behind this screen — the draft was discarded.,There is no messaging service behind this screen — the draft was discarded.,لا توجد خدمة مراسلة خلف هذه الشاشة؛ تم تجاهل المسودة.,,Pending,,
ui.they.will.be.excluded.from.this.worklist.records.that.ca.46f15d6e,They will be excluded from this worklist. Records that cannot be archived remain selected.,ستُستبعد من قائمة العمل. تبقى السجلات التي يتعذر أرشفتها محددة.,,Pending,,
